2019-12-18 04:08:00,626 [  53792]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63342 
2019-12-18 04:08:00,627 [  53793]   INFO - .history.utils.LocalHistoryLog - local history version mismatch (was: 0, expected: 6), rebuilding... 
2019-12-18 04:08:00,627 [  53793]   INFO - .history.utils.LocalHistoryLog - FS has been rebuild, rebuilding local history... 
2019-12-18 04:08:00,630 [  53796]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2019-12-18 04:08:00,661 [  53827]   INFO - pl.local.NativeFileWatcherImpl - Starting file watcher: /usr/local/idea-IC-193.5233.102/bin/fsnotifier64 
2019-12-18 04:08:00,686 [  53852]   INFO - pl.local.NativeFileWatcherImpl - Native file watcher is operational. 
2019-12-18 04:08:00,689 [  53855]   INFO - gs.impl.UpdateCheckerComponent - channel: release 
2019-12-18 04:08:01,578 [  54744]   INFO - ij.psi.stubs.StubUpdatingIndex - Following new file types will be indexed:Markdown,KNM,XML,DGM,HTML,Properties,Groovy,Scala Worksheet,Scala,Kotlin,kotlin_builtins,CLASS,KJSM,JAVA 
2019-12-18 04:08:01,702 [  54868]   INFO - ation.SbtCompilationSupervisor - Listening to incoming sbt compilation events on port 0. 
2019-12-18 04:08:01,737 [  54903]   INFO - pi.util.registry.RegistryValue - Registry value 'BSP.system.in.process' has changed to 'true' 
2019-12-18 04:08:01,788 [  54954]   INFO - il.indexing.FileBasedIndexImpl - Indices to be built:FrameworkDetectionIndex,TodoIndex,IdIndex,FilenameIndex,filetypes,Stubs,Trigram.Index,fileIncludes,DomFileIndex,RelaxSymbolIndex,XmlTagNames,XmlNamespaces,html5.custom.attributes.index,SchemaTypeInheritance,json.file.root.values,ImageFileInfoIndex,bytecodeAnalysis,java.auto.module.name,java.null.method.argument,java.simple.property,java.fun.expression,java.binary.plus.expression,RefQueueIndex,xmlProperties,ant-imports,XsltSymbolIndex,GroovyDslFileIndex,groovy.trait.fields,groovy.trait.methods,FormClassIndex,IdeaPluginRegistrationIndex,PluginIdModuleIndex,PluginIdDependenciesIndex,devkit.ExtensionPointIndex,editorconfig.index.name,org.jetbrains.kotlin.idea.versions.KotlinJvmMetadataVersionIndex,org.jetbrains.kotlin.idea.versions.KotlinJsMetadataVersionIndex,org.jetbrains.kotlin.idea.vfilefinder.KotlinClassFileIndex,org.jetbrains.kotlin.idea.vfilefinder.KotlinJavaScriptMetaFileIndex,org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFileIndex,org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFilePackageIndex,org.jetbrains.kotlin.idea.vfilefinder.KotlinModuleMappingIndex,org.jetbrains.kotlin.idea.vfilefinder.KotlinPackageSourcesMemberNamesIndex,org.jetbrains.kotlin.idea.vfilefinder.KotlinJvmModuleAnnotationsIndex,org.jetbrains.kotlin.ide.konan.index.KotlinNativeMetaFileIndex,DataBindingXmlIndex,ScalaDocAsteriskAlignStyleIndexer,JavaFxControllerClassIndex,javafx.id.name,javafx.custom.component,yaml.keys.name 
2019-12-18 04:08:01,791 [  54957]   INFO - pl$FileIndexDataInitialization - Initialization done: 1193 
2019-12-18 04:08:01,842 [  55008]   INFO - pi.util.registry.RegistryValue - Registry value 'SBT.system.in.process' has changed to 'true' 
